datetime,Price
2018-10-22,18.08
2018-10-23,17.36
2018-10-24,17.75
2018-10-25,18.11
2018-10-26,18.21
2018-10-29,18.38
2018-10-30,17.82
2018-10-31,17.81
2018-11-01,18.09
2018-11-05,18.1
2018-11-06,17.93
2018-11-07,18.02
2018-11-08,18.17
2018-11-09,18.07
2018-11-12,17.48
2018-11-13,17.4
2018-11-14,17.41
2018-11-16,17.72
2018-11-19,18.0
2018-11-21,17.96
2018-11-22,17.7
2018-11-23,17.73
2018-11-26,17.51
2018-11-27,17.6
2018-11-28,17.61
2018-11-29,17.62
2018-11-30,17.84
2018-12-03,18.09
2018-12-04,17.76
2018-12-05,17.65
2018-12-06,17.17
2018-12-07,17.51
2018-12-10,17.56
2018-12-11,17.42
2018-12-12,17.82
2018-12-13,17.78
2018-12-14,17.69
2018-12-17,17.81
2018-12-18,17.69
2018-12-19,17.57
2018-12-20,17.95
2018-12-21,17.63
2018-12-26,17.47
2018-12-27,17.34
2018-12-28,17.77
2019-01-02,17.84
2019-01-03,18.19
2019-01-04,18.24
2019-01-07,18.61
2019-01-08,18.54
2019-01-09,18.61
2019-01-10,18.58
2019-01-11,18.53
2019-01-14,18.48
2019-01-15,18.68
2019-01-16,18.61
2019-01-17,18.21
2019-01-18,18.33
2019-01-21,18.1
2019-01-22,18.22
2019-01-23,18.05
2019-01-24,17.89
2019-01-28,18.47
2019-01-29,18.6
2019-01-30,18.67
2019-01-31,18.88
2019-02-01,18.83
2019-02-04,18.82
2019-02-05,18.98
2019-02-06,18.72
2019-02-07,18.68
2019-02-08,18.78
2019-02-11,18.71
2019-02-12,18.82
2019-02-13,18.62
2019-02-14,18.13
2019-02-15,18.33
2019-02-18,18.47
2019-02-19,18.08
2019-02-20,18.03
2019-02-21,17.65
2019-02-22,18.01
2019-02-25,18.0
2019-02-26,17.96
2019-02-27,17.47
2019-02-28,17.9
2019-03-01,17.66
2019-03-06,17.5
2019-03-07,17.54
2019-03-08,17.33
2019-03-11,17.66
2019-03-12,17.88
2019-03-13,17.7
2019-03-14,17.85
2019-03-15,17.99
2019-03-18,18.21
2019-03-19,18.14
2019-03-20,17.81
2019-03-21,17.74
2019-03-22,17.51
2019-03-25,17.27
2019-03-26,17.59
2019-03-27,17.35
2019-03-28,17.32
2019-03-29,17.79
2019-04-01,17.82
2019-04-02,17.79
2019-04-03,17.73
2019-04-04,17.51
2019-04-05,17.48
2019-04-08,17.47
2019-04-09,17.55
2019-04-10,17.63
2019-04-11,17.69
2019-04-12,17.6
2019-04-15,17.59
2019-04-16,17.64
2019-04-17,17.45
